record_id,precipitation_type
209348,None
206976,None
4090,None
201413,None
209394,None
4465,None
4091,None
207392,None
215844,None
213309,None
206794,Fog
212204,None
208170,None
203106,None
210876,None
209578,None
207269,None
209885,None
206460,None
209112,None
208038,None
210985,None
210886,None
206696,None
210368,None
209732,None
211137,None
208419,None
213445,Fog
206813,None
210796,None
208823,None
204392,None
211389,None
209343,None
210192,None
210408,None
209838,Rain
5960,None
209410,None
209947,None
213967,None
211739,None
213559,None
215869,None
212359,None
211306,None
208190,None
204943,None
202928,None
207184,None
211940,None
210982,None
212679,None
212703,None
211975,Fog
206981,None
235357,None
208602,None
210457,None
211995,None
213257,None
209932,None
209916,None
207681,None
209435,None
202785,None
5396,None
210415,None
211088,None
212711,None
210692,Rain
210690,None
210267,Rain
4344,Rain
203435,None
209447,None
207429,None
210238,None
214801,None
210889,None
210704,None
202876,None
211386,None
210073,None
209851,Rain
207937,None
210976,None
205252,Fog
216112,Fog
211580,None
209172,None
210380,None
211103,None
212452,None
210246,Rain
213201,None
207251,None
211721,None
206213,None
207838,None
212511,None
210104,None
212487,None
214142,None
206531,None
212230,None
212067,None
209658,None
207889,None
212403,None
213755,None
210162,None
211200,None
212010,None
212347,None
210803,None
215064,None
214003,None
210049,None
211438,None
209683,None
206834,None
216592,None
206975,None
213242,None
210005,None
213799,None
209542,None
211528,None
208658,None
210593,None
212653,None
7050,None
212532,None
215943,None
210501,None
214956,None
213200,None
216200,None
212070,None
206200,None
214522,None
212202,None
209309,None
214494,None
208638,Rain
212211,None
214067,None
212226,None
206849,None
207900,None
211248,None
208916,None
214455,None
214213,Fog
207142,None
208949,None
215663,None
211541,None
212709,None
213240,None
213986,None
208436,None
212224,None
214743,None
206606,Fog
213290,None
213781,None
211801,None
207181,None
209906,None
216087,None
6632,Snow
213612,None
216468,None
6634,None
213301,None
212377,None
211644,Snow
235384,None
6636,None
209116,None
207706,None
213882,None
213744,None
218293,None
213263,None
216541,None
213275,Fog
213275,Rain
211601,None
214922,None
214932,None
211300,None
210006,None
207483,None
212708,None
210189,None
213499,None
212874,None
210166,None
212664,None
211688,Rain
208718,None
233331,None
209552,None
209931,None
213131,None
213540,None
210118,None
212863,None
233992,None
210661,None
212553,None
216878,None
211846,None
237326,None
212326,None
211845,Rain
204937,Rain
214469,None
218358,None
215731,Rain
214331,None
214687,None
213122,None
214837,None
213731,None
210631,None
214591,None
213876,None
7820,None
214310,None
215786,None
214785,None
210076,None
215968,None
213058,Fog
209671,None
214598,None
214941,None
213527,None
215315,None
213554,None
218269,None
215994,None
217233,None
215644,None
213568,None
208372,None
4906,None
215833,None
216154,None
212001,None
219948,None
210108,None
217022,None
213208,None
214643,None
214274,None
211297,None
217894,None
213711,None
216348,None
213461,None
214486,None
211863,None
4074,None
216448,None
215106,None
212482,None
212808,None
214170,None
212676,None
216980,None
214661,None
218715,None
215210,None
7848,None
214149,None
214940,None
4176,None
217176,None
216499,None
213772,None
214648,None
212657,None
216043,None
214466,None
215207,None
216706,None
217858,None
219329,None
218153,None
212488,Fog
212488,Rain
213954,Fog
213954,Rain
215492,None
217845,None
215101,Rain
219214,None
218066,None
216580,None
217586,None
214713,None
211239,None
219381,None
217827,None
211782,None
215847,None
219750,None
217430,None
212831,None
219593,None
217516,None
214529,None
218783,None
219302,Rain
216326,None
212538,None
216757,None
213608,None
213796,None
216083,None
216843,None
219064,None
213221,None
213537,None
215029,None
217441,None
213272,None
215484,None
212929,None
220601,None
208631,None
214298,None
211759,None
217103,None
215237,Rain
213899,None
218871,None
217128,None
219156,None
216603,Rain
211911,None
223045,None
213054,None
213405,None
212625,None
218502,None
217925,None
216382,None
218713,None
217197,None
214577,None
217514,None
213398,None
6997,None
217598,None
211549,None
214472,None
215778,None
214666,None
215326,None
215623,None
215434,None
218463,Fog
212926,None
214632,None
220389,None
220923,None
215700,None
222234,None
215316,Rain
216679,None
213699,None
214541,None
220640,None
212713,None
212006,None
220254,None
219634,Rain
217819,None
213989,None
215774,None
215130,None
215345,None
220265,None
221177,None
218249,None
217442,None
211374,None
214895,None
216780,None
214092,None
220244,None
217182,None
215753,None
216182,None
215187,None
214231,None
213785,None
221886,None
217080,None
214530,None
213779,None
5829,None
218516,None
219992,None
215435,None
211318,None
217587,None
215417,None
218844,None
217571,Rain
214882,None
219928,Fog
219928,Rain
214400,None
217019,None
218125,None
219888,None
215832,None
218864,None
216599,None
212285,Rain
219466,Snow
222036,None
212634,None
213085,None
217933,Fog
215569,None
217475,Fog
217475,Rain
212847,None
217287,None
210700,None
214788,Rain
212881,None
217437,None
216261,None
214117,None
219307,None
216806,None
219760,Rain
216926,None
218626,None
1195,None
212433,None
219226,None
214610,None
216417,None
215288,None
217074,None
218345,Rain
219603,None
220513,None
5525,None
224628,None
217926,None
217696,None
212138,None
221983,Snow
219904,None
219506,None
217665,Snow
209789,None
218643,None
216231,None
215503,None
210755,None
219485,None
219840,Fog
224006,None
218576,None
220596,Fog
214641,None
220433,None
218656,Snow
216059,Snow
222896,None
214662,Fog
213336,None
220408,None
220409,Snow
218410,None
219609,None
213824,None
219912,None
217690,None
218970,None
220170,None
216506,None
218126,None
215750,None
214908,None
216881,None
215272,Snow
217196,None
220766,None
220716,Rain
218979,None
220833,None
217085,None
219757,Rain
220906,None
217082,None
219213,None
221611,None
218742,None
220713,None
222044,None
218356,None
217901,None
221178,None
220089,Snow
220393,Fog
220393,Rain
220334,None
221520,Rain
220395,None
221968,None
217053,None
217266,None
220032,None
216877,None
217420,None
220874,None
222520,None
217849,None
221274,None
216415,Fog
215713,None
217447,None
218930,None
218286,None
221551,Fog
218959,None
223294,Fog
218535,None
217878,Rain
224730,None
223366,Rain
221073,None
218969,None
217170,None
219524,None
216930,Rain
220357,Rain
221032,Rain
218819,None
217271,None
223099,None
220230,Fog
220230,Rain
215074,Fog
217359,None
216917,Rain
219626,None
219613,None
217243,None
218298,None
220850,None
222774,None
216811,None
217167,Rain
216826,Rain
219756,None
225516,None
216628,None
223064,None
216630,None
222305,None
217028,None
223070,None
221497,None
225975,None
223374,None
224749,None
221345,None
218762,None
220093,None
224713,None
221267,None
221621,None
218043,Fog
224062,None
216902,None
215395,None
215039,None
219438,None
218479,None
216922,None
222003,None
218833,None
218745,None
223016,None
220133,None
222809,None
225318,None
218296,None
218297,None
221326,None
221853,None
222317,None
221852,None
221193,None
222096,None
223241,None
218741,Fog
221746,Fog
218957,None
223579,None
222569,None
222371,None
216932,None
222132,None
221550,None
222731,None
220714,Rain
224243,None
219886,None
220365,None
222811,None
226117,None
218695,None
221598,None
221696,None
221382,None
222639,None
226951,Fog
226387,None
223119,None
220423,None
223401,None
226657,None
219037,None
218061,None
223448,None
223057,None
223043,None
219084,None
222368,None
225129,Rain
225130,None
220712,None
220735,None
220772,Fog
220772,Rain
224331,Rain
226459,None
222369,None
220542,None
222169,None
224826,None
224292,None
216810,None
225829,None
226760,None
223921,None
212817,None
222854,None
217990,None
219460,None
221970,None
223589,None
224352,None
220009,Rain
224047,None
223849,None
218307,Rain
220115,None
222799,None
226883,None
222609,Rain
221081,None
221227,None
221592,None
226960,None
216238,None
217184,None
223717,None
218100,None
223519,None
214756,None
222109,None
223498,None
223590,None
223625,None
222072,None
226922,None
219917,None
223173,None
223682,None
223203,None
225413,None
222735,None
222385,None
221457,Fog
221457,Rain
224017,None
223371,None
227442,None
221242,None
223141,Rain
218331,None
226830,None
224971,None
218300,None
224451,None
223193,None
249993,None
224622,None
224776,None
221930,None
219392,Rain
218775,None
224135,None
220605,None
223052,None
222439,Rain
224169,None
217762,None
221806,None
225123,None
221695,None
224998,Rain
221808,None
223249,Rain
227200,None
225948,Fog
224718,None
225522,None
224831,Rain
221313,None
222229,None
222074,Fog
224775,None
222106,None
227189,None
222577,None
220912,None
226571,None
219864,None
221084,None
222662,None
220196,None
223201,None
223720,None
226203,None
226127,None
224526,Snow
225487,Snow
224159,None
218168,None
218455,None
220583,None
222449,None
225420,None
222472,None
225601,None
229225,None
226939,Rain
229042,None
221235,None
224764,Rain
222613,Rain
220494,Rain
220905,None
226436,None
225023,None
227076,None
226314,None
219974,None
222871,None
226911,None
219822,None
222235,Rain
225462,None
229899,None
228751,Fog
226767,Fog
223333,None
218338,None
226437,None
227649,None
228177,None
223951,None
221959,None
219279,None
217237,None
220278,None
223547,None
226651,None
224370,None
223543,Rain
224078,None
219923,None
227032,None
221529,Fog
222882,None
222559,Rain
222559,Snow
223780,None
226478,Rain
224945,None
225455,None
222461,None
229508,None
226697,None
227396,None
228633,None
227026,None
223588,None
229549,None
220635,None
228243,None
223615,None
221280,None
223254,None
217828,None
226241,None
229015,None
223150,None
225275,None
222324,None
221562,None
224088,None
226543,None
220225,Rain
230144,None
221789,None
231309,None
224639,None
225622,None
223728,None
224386,Rain
229116,None
221678,None
228731,None
224966,Rain
223803,None
226970,None
225156,None
228104,None
222795,None
222536,None
225967,None
227450,Fog
224380,None
228318,None
227977,None
228459,None
227722,None
221400,None
221608,None
226449,Rain
228901,None
224385,None
224035,None
222893,None
227087,None
227786,None
223247,None
222864,None
225267,None
228444,None
227862,None
221629,None
227816,None
224739,None
228504,Fog
223308,None
221421,None
220242,None
227213,None
226539,Rain
227866,None
225809,None
224398,None
225474,None
228856,None
226450,None
232471,None
233167,None
225155,None
224522,None
227099,None
226286,Rain
228445,None
228315,None
223873,None
227475,None
229952,None
226011,None
225219,None
225926,Fog
229400,None
233109,None
227110,None
224038,None
231326,None
226430,None
225020,None
227424,None
227179,None
223296,None
229207,None
228594,None
223725,None
227373,None
228019,Rain
230550,None
230415,None
228631,None
227157,None
223709,Rain
223704,None
223871,Rain
226312,None
226755,None
231784,None
227511,None
229620,None
230408,None
230001,None
226231,None
227623,None
225532,None
222832,None
228481,None
228215,None
227404,None
230389,None
229670,None
230883,None
226100,None
229401,None
229941,None
223840,None
227518,None
231685,None
230049,None
223530,None
226293,None
225815,None
227996,None
226221,None
226930,None
226848,None
228246,None
224623,Rain
232106,None
230584,None
228828,None
227585,None
228918,None
228742,None
224987,None
228214,None
232412,None
229189,None
231938,None
229136,None
233006,None
230362,None
232468,None
225463,None
230895,None
225899,None
222499,None
228847,None
228259,None
232001,None
225071,None
227387,None
226301,None
230000,None
232417,None
229233,None
225980,Rain
231201,None
227064,None
230796,None
228248,None
227499,None
230438,None
232400,None
221831,None
230894,None
230855,None
232271,None
225668,None
228975,None
230140,None
231349,None
226641,None
230325,None
229240,None
222401,None
232857,None
222379,None
231060,None
230747,None
229824,None
225253,None
230509,None
229985,None
228966,None
226842,Rain
229691,Fog
229691,Rain
233175,Rain
232103,Rain
229013,Fog
230826,None
230386,None
228855,None
229789,None
227758,None
233270,None
225514,Fog
230665,None
231063,None
234913,None
232769,None
230122,None
228629,None
228549,None
228282,None
230499,None
224475,None
235394,None
232249,None
231850,None
232431,None
223080,None
229213,None
228313,None
232289,None
227872,None
231498,Fog
231498,Rain
227173,None
227707,None
232841,None
230871,Rain
231674,None
225506,Rain
230306,Rain
229949,None
231034,None
230704,None
229666,None
234267,None
231682,Fog
231682,Rain
231409,None
229339,Rain
234156,Rain
227309,Rain
232609,Fog
232609,Rain
233887,None
227695,Rain
235015,None
233098,None
229037,None
230395,Fog
238165,None
226462,Rain
229514,None
227284,Fog
227284,Rain
229500,None
223749,None
227233,None
234299,None
233877,None
233141,None
231501,None
222129,Fog
234922,None
230648,None
232062,None
230957,None
235917,None
232397,Rain
232994,Fog
228667,None
232761,None
234397,None
226080,None
233781,Rain
233272,Fog
233721,None
234010,None
234738,None
233239,Rain
230623,None
230444,None
233480,None
228905,None
233288,None
233087,None
236010,None
232543,None
235950,None
231200,None
231665,None
232485,None
233206,None
232906,None
229673,None
230118,None
231473,None
231472,None
234595,None
235386,None
233639,None
235908,None
235193,None
229109,None
230468,None
229922,None
234287,None
229988,None
230290,None
230136,None
234149,Fog
226944,None
230029,None
228709,None
234493,None
229757,Fog
229757,Rain
234849,None
229804,None
236732,None
230117,None
236384,None
228684,None
231119,None
234417,None
236056,None
232711,None
230345,None
228090,None
234800,None
232556,None
233660,None
233830,None
233460,None
232463,Rain
231902,None
236102,None
233430,None
232535,None
228084,None
228805,None
235493,None
231963,None
236307,None
232153,None
234037,None
230911,None
234198,None
234306,None
235300,None
235476,None
233711,None
231967,None
234213,None
235819,None
230418,None
232620,None
236228,None
235204,None
235579,None
235353,None
239036,None
233936,None
236791,None
235940,None
228400,None
231314,None
233361,None
228567,None
236966,None
229351,None
232151,None
232383,None
232758,None
234350,None
229540,None
236797,None
232619,None
231966,None
239157,None
234228,None
234026,None
235403,None
233777,None
232655,None
235233,None
237849,None
236551,Rain
235707,None
236138,None
233511,Fog
227384,None
238452,None
238285,None
234496,None
236004,None
237441,None
234015,Rain
234146,None
233385,None
229036,None
235213,None
238164,Fog
230530,Rain
235508,None
238155,None
234053,None
237404,None
233170,None
234867,None
232782,None
238481,None
234257,None
235756,None
234523,None
236731,None
242634,None
237305,None
234394,None
234599,None
235705,None
234757,Rain
236677,None
232506,None
240685,None
232076,None
238186,None
231020,None
239132,None
237318,None
234113,None
233622,None
233746,None
238587,None
232294,None
233487,None
238601,None
235448,None
237729,None
236545,None
235892,None
231113,None
235428,None
230181,Rain
236698,None
235137,None
235966,Rain
238625,None
234999,None
236336,None
237301,None
232676,None
236747,None
236961,None
236024,None
237718,None
238182,Rain
235293,None
233927,None
238305,None
239101,None
236955,None
238238,None
241244,Rain
236620,None
236112,None
237884,None
236007,None
234618,None
232034,None
237659,None
237520,None
237071,None
237036,None
236754,None
236362,None
236080,None
231248,Rain
236544,Rain
233607,None
238864,None
238093,None
240446,None
235901,None
236769,None
233520,None
237931,None
235018,None
242631,None
234977,Rain
238743,None
234201,Rain
238558,None
238119,Rain
233085,Fog
233085,Rain
235381,None
231260,None
234720,None
236028,None
235727,None
236175,None
238372,None
238179,None
239804,None
232547,None
235574,None
232185,None
240601,None
233267,None
238551,Rain
235152,None
238961,Rain
236814,Rain
236901,Rain
238162,None
238986,None
239979,None
237216,None
234677,None
240134,None
234889,None
237854,None
232132,None
235766,None
237101,None
241773,None
241036,None
235462,None
241704,None
235634,None
235592,None
241462,None
236066,None
235319,Rain
239277,None
235271,None
236767,None
240813,None
237727,Fog
236084,None
242244,None
241430,None
233057,None
236997,None
233148,None
240647,None
242632,None
237710,Fog
235242,None
239526,None
235062,None
239749,None
241614,None
238217,None
241128,None
237123,Fog
235625,None
237298,None
237307,None
239095,None
232371,Rain
235148,None
241544,None
236721,Fog
236721,Rain
238638,None
239509,None
235272,None
236759,Rain
241961,None
243464,None
235045,None
241173,None
238989,None
241747,None
239065,None
233327,Rain
236730,None
238499,None
238384,None
236289,None
236314,None
235986,None
237050,None
234045,None
238494,None
233229,None
240020,Rain
239136,None
239014,Rain
239423,None
240361,None
240488,None
243656,None
243655,None
241414,None
242285,Snow
237111,None
237863,None
239339,None
237776,None
239435,None
238802,None
237918,Rain
236920,None
239887,Rain
233588,None
245272,None
240105,None
238195,None
236910,None
238424,Rain
239585,None
236311,Fog
236311,Rain
239018,None
238483,None
237809,None
242337,None
239739,None
240809,None
239109,None
242153,None
239472,Fog
235144,None
237468,None
236661,None
239161,Rain
238917,None
239687,None
238715,None
239312,None
238363,None
240934,None
242291,None
238456,None
247234,None
240274,Rain
243343,Rain
239216,None
239771,None
236200,Rain
235649,None
241442,Rain
239745,Rain
241738,None
241395,None
235922,None
241984,None
239290,None
241643,None
242864,Rain
239879,None
239181,None
240611,None
203666,None
235945,None
241890,None
244077,None
239599,None
243709,None
236250,None
238328,None
239414,None
241996,None
234034,None
242920,None
235083,None
234369,Rain
243468,Fog
243980,None
242718,None
241111,None
233389,None
240504,Rain
238411,None
237084,None
239939,None
237784,None
241008,None
244167,None
238056,None
238596,Rain
240019,None
240517,None
242427,None
243940,None
237314,None
248201,None
241461,None
239993,None
241373,None
237969,None
243657,None
242985,None
238785,None
242799,None
244018,None
236392,None
244417,None
244418,None
241403,None
241296,None
241804,None
237184,None
241338,None
241500,None
239988,None
235084,None
236178,None
242909,None
245167,None
244400,None
245742,Fog
240170,Fog
236995,None
243203,None
239421,None
241891,None
241314,None
240549,None
240964,None
242056,None
237032,None
245106,None
244859,None
242201,None
238029,None
243503,None
244874,None
245501,None
241298,None
240595,None
242529,None
239608,None
236639,None
241215,None
240713,None
243563,None
201144,None
240125,None
235941,None
244162,None
244520,None
239250,None
235728,None
241550,None
244606,None
238798,None
237641,None
242282,None
243175,None
244714,None
242973,None
244089,None
243140,None
242157,None
236256,Fog
243966,None
240357,Rain
241659,None
233808,None
242364,None
247180,None
236640,None
202704,None
200987,None
202364,None
237720,Fog
245572,Rain
241582,None
238193,None
245159,None
244835,None
243190,None
243609,None
239927,None
242976,Rain
244215,None
239451,None
242039,None
243424,None
241691,None
241666,None
245271,None
240107,None
238462,None
241838,None
239704,Fog
243243,Rain
241169,None
242134,None
236951,None
243347,None
244864,Fog
242446,None
246042,None
241194,Rain
240986,None
241604,None
240006,None
241952,None
242940,Rain
238756,None
240733,None
239794,None
241171,None
245687,None
240761,None
244432,Rain
245582,None
245691,None
241557,None
240856,None
245315,None
245340,None
240384,None
240383,None
245540,None
243964,None
240593,None
245454,None
242797,None
242171,Rain
244929,None
240268,None
242200,None
245201,None
240646,None
240389,None
242395,None
248425,None
242027,None
241938,None
246388,None
244911,None
243801,None
245129,None
242371,None
244112,None
242780,None
245471,None
244798,None
245668,None
244797,None
242462,None
241733,None
244224,None
238719,None
245331,None
239784,None
241310,None
248326,None
239701,None
247283,None
243121,None
244295,None
243579,None
245807,None
246267,None
246819,None
247066,None
250453,None
246372,None
246616,None
246373,None
246374,None
243108,None
245661,None
244277,None
246884,None
246869,Fog
246869,Rain
242247,None
246007,None
246566,None
243566,None
246194,None
244442,None
249437,None
241622,None
246057,Rain
239236,None
245110,None
243118,None
244464,None
244552,None
244037,None
239276,None
246039,None
243390,None
245197,None
244827,None
244001,None
245006,None
247464,None
244160,None
243272,None
241110,None
241221,None
248342,None
243065,None
242997,None
244984,None
241015,None
243104,Snow
246240,None
245881,None
244483,None
243931,None
241208,None
239299,None
243105,None
243478,None
245240,None
243232,None
244526,None
245064,None
245503,None
245789,None
242062,None
246071,None
238458,None
246657,None
242481,None
244953,None
244807,None
246363,None
244739,None
244338,None
248533,None
247761,None
239824,None
245072,None
244554,None
245880,None
244002,None
245569,None
246457,None
247995,None
244563,None
244023,None
246798,None
244561,None
245935,None
243439,None
247175,None
245754,None
242260,None
240838,None
248103,None
244231,None
249020,None
246735,None
247615,None
248196,None
238603,None
244582,None
245910,None
244170,Fog
244170,Rain
244170,Snow
242340,None
248015,None
246509,None
245798,None
246925,None
242224,None
245222,Fog
241744,None
249576,None
245467,None
246243,None
246200,None
245824,None
245238,None
247302,Fog
249597,None
247207,None
247742,None
246073,None
247301,None
245357,None
247376,None
246940,None
248123,None
248038,None
248375,None
247045,None
241677,None
244090,None
245277,None
244029,None
247420,Rain
249645,Fog
247197,None
244032,None
245505,None
246405,None
245577,None
252029,None
251772,None
245223,Fog
245223,Rain
247885,None
251201,None
247198,None
247050,None
240920,None
246640,None
246562,Rain
245137,None
245636,None
200058,None
202640,None
201111,None
250733,None
245143,None
245971,None
247455,None
247096,None
249358,Rain
248525,None
244161,None
245259,None
245086,None
247573,None
249003,None
247628,None
247203,None
249306,None
243795,None
248721,None
252877,None
246048,None
244317,None
248734,None
246955,None
248332,Rain
248932,None
244640,None
249538,None
250747,None
245549,None
251697,None
252223,None
245783,None
250578,None
246212,None
245980,None
248184,None
250073,None
244074,None
242816,None
244922,None
248984,None
251168,None
249045,Rain
249544,None
249907,None
248102,None
251203,Rain
244886,None
242901,None
246221,None
248955,None
248087,None
246230,None
245024,None
242280,Rain
244994,None
247768,None
248462,None
248724,Rain
244528,None
246736,None
246632,Rain
243586,None
250490,None
250492,None
250179,None
248445,None
252569,None
250353,None
241935,None
247344,None
247122,None
251411,None
247252,None
251658,None
240297,Fog
244101,Fog
250873,None
245400,None
250168,None
246756,None
247809,Fog
248849,None
249456,None
248831,None
249089,None
251002,None
252146,None
243351,None
252151,None
250500,None
247504,None
247371,None
252007,None
249938,None
245815,None
251380,None
250191,None
251372,None
245914,None
250569,None
249714,None
244625,None
251855,None
248588,None
250003,None
248887,None
248852,None
248741,None
249818,None
249349,None
248372,None
251714,Rain
248891,None
251888,None
247102,None
243538,None
250806,None
247526,None
249603,None
247833,None
248317,Rain
250206,None
252165,None
248872,None
249702,None
248969,None
250837,None
248056,None
246880,None
249767,None
249531,None
250039,None
249146,None
250327,None
249094,None
248990,None
243911,None
252149,None
249266,None
250999,None
251312,None
245291,None
250464,None
252413,None
247414,None
252398,None
247062,None
248635,Fog
249497,None
249607,None
254928,None
250887,None
248143,Fog
252871,Rain
249459,None
248211,None
251857,None
249852,None
249166,None
251058,None
252566,Rain
253402,None
250038,None
246089,None
246982,None
252188,None
250091,None
252084,None
248168,None
249985,None
246250,None
248205,None
245929,None
246044,None
245894,None
250369,Rain
250588,None
251313,None
249007,None
252636,None
251728,None
251403,None
244530,None
250795,None
250037,None
251020,None
249129,None
252401,None
254125,None
247413,Rain
249776,None
254390,None
246297,None
250878,None
250641,None
254811,None
255886,None
251332,None
251933,None
250770,None
249249,None
253142,None
247341,None
251568,None
255196,None
255010,None
251942,None
250651,None
250026,None
252482,None
251194,Rain
251435,Rain
249412,None
249275,None
253075,None
251912,None
252243,None
252241,None
248488,Rain
250839,None
250783,None
252880,None
251513,None
254809,None
252992,None
253093,Rain
255885,None
254412,None
250549,None
252873,None
250216,None
251671,None
250150,Rain
252360,None
248481,None
250599,None
250452,None
252136,None
251274,Fog
249481,None
252179,None
251269,None
252180,Rain
250137,Rain
250739,None
254577,None
254076,None
251574,Rain
251574,Snow
253303,None
254279,None
250766,None
251992,None
251193,Rain
256269,None
251796,None
253223,None
250244,None
250743,None
246770,Rain
246636,None
252258,None
250081,None
252978,Snow
252577,None
253179,None
250939,Rain
251132,None
251985,None
252438,None
252024,None
252022,None
252395,None
248864,None
253206,None
251116,Snow
251260,None
254276,None
249172,None
250249,None
250564,None
253630,None
251747,None
255546,Rain
251580,None
251134,None
250620,None
248808,None
250547,None
249664,None
250912,None
252120,None
252543,None
253554,None
253524,None
253912,None
251614,Rain
253615,None
250737,None
255770,Fog
253337,None
252393,None
252394,None
251425,None
255358,None
253866,None
251449,None
251337,Snow
258154,Snow
250918,None
250767,None
253458,None
254770,None
255776,None
251790,None
253338,None
251419,Fog
251419,Rain
252996,Rain
254121,None
251986,None
253730,None
255392,None
252730,None
256537,None
252422,None
254718,Rain
255844,None
250758,None
256743,None
250625,None
254743,Rain
252347,None
254427,None
251094,None
251666,None
253822,None
254351,None
253085,Rain
253757,None
256283,None
249292,None
256782,None
251073,None
252736,None
252265,None
254020,None
250482,None
248498,None
255522,None
252621,None
254742,Fog
254742,Rain
253826,Fog
253826,Rain
253108,None
251935,None
250023,None
256634,None
250653,None
251805,None
255327,None
256434,None
250555,None
254562,Rain
256103,None
252239,None
254714,None
253720,None
253877,None
254706,None
252865,None
270157,None
254736,None
252940,None
253316,None
253451,None
258221,None
254970,None
253116,None
254971,None
254014,None
254891,None
255923,Rain
253516,Rain
253793,None
250070,Fog
255243,None
255383,None
257520,None
252390,None
253765,None
255348,None
255924,None
254272,None
254715,None
255796,None
253030,None
253334,None
252320,None
252115,None
255329,None
255543,None
256450,None
252339,None
253587,None
253426,None
256359,None
256528,None
254075,None
254881,None
254990,None
257666,None
257946,None
254790,None
256617,None
258379,None
257464,None
253114,None
254569,None
254211,None
257956,None
256126,None
255609,None
255301,None
256138,None
256332,None
257901,None
255171,None
257837,None
258774,None
255254,Rain
256679,None
257840,None
254341,None
256146,None
257712,None
257561,None
257852,None
257912,None
256407,None
259162,None
257730,None
252308,None
253586,Fog
256556,None
260924,None
258026,None
259581,None
252958,None
258508,None
254792,None
255815,None
255616,Fog
258229,None
255893,None
257143,None
257142,None
254466,None
257667,None
257844,None
257962,None
254545,None
254803,None
255870,None
257668,None
256264,None
255635,None
257873,None
259034,None
258529,None
251086,None
257967,None
256957,None
257434,None
257199,None
257908,None
257910,None
270164,None
257729,None
257606,None
258696,None
256050,None
257343,None
258297,None
256724,Rain
258391,None
258752,None
257841,None
257515,None
258971,None
253459,None
256313,None
254148,None
253481,None
258167,None
253920,None
259804,None
259499,Rain
256805,None
259240,Rain
261284,None
261047,None
254288,None
262637,None
258303,Rain
254647,None
256457,None
256692,None
257925,None
255946,None
258060,None
255584,None
257060,None
258671,None
256523,Rain
255216,None
258905,None
260024,Rain
256720,None
